"rotation_x","rotation_y","rotation_z","acceleration_x","acceleration_y","acceleration_z","motionQuaternionX","motionQuaternionY","motionQuaternionZ","motionQuaternionW"
0.457746475934982,-0.983455657958984,-0.955090880393982,0.344362109899521,0.0759710669517517,-0.219261974096298,0.553235056688316,0.196666169374491,0.0917679124409638,-0.8042587216963
0.395692199468613,-1.07895839214325,-0.824633598327637,0.339147031307221,-0.00514787435531616,-0.232408344745636,0.548771063858051,0.210138358360241,0.0924127606886876,-0.803836016328093
0.234803304076195,-1.29550457000732,-0.724543452262878,0.351805150508881,-0.0469167828559875,-0.237455427646637,0.545459215720298,0.224289092983421,0.091560442377417,-0.802362510979007
0.123531103134155,-1.48383069038391,-0.569338858127594,0.366022080183029,-0.0506786108016968,-0.276129573583603,0.543887868676974,0.239169227090841,0.0888912537060944,-0.799426331060928
1.33209204673767,-1.68433654308319,-0.185859888792038,0.484527230262756,0.138706862926483,-0.571128487586975,0.53521904769375,0.269215994094171,0.0739532363941319,-0.797241707058664
1.71848130226135,-1.74215924739838,-0.0755728036165237,0.562752783298492,-0.0314295291900635,-0.585649013519287,0.523239290874008,0.28478622104646,0.0618144054746879,-0.800810004606825
1.69310796260834,-1.77032494544983,0.0892392247915268,0.613678634166718,-0.0707679390907288,-0.576629400253296,0.510430503473086,0.299849582856705,0.0474531560514923,-0.804549146351205
1.69506096839905,-1.6907342672348,0.256033629179001,0.634857714176178,0.0656492114067078,-0.56955498456955,0.498065854345331,0.313663013505878,0.03248493342414,-0.80776906042652
1.82716810703278,-1.73991537094116,0.416617006063461,0.763656854629517,0.276913404464722,-0.631338655948639,0.485407319988415,0.326192523661566,0.0156648224678381,-0.811007416719617
1.70687198638916,-1.76506948471069,0.653276264667511,0.925231456756592,0.286538600921631,-0.764496207237244,0.472518662599112,0.338191308665664,-0.0028367607941115,-0.813845793640125
1.43172383308411,-1.78352510929108,0.983862459659576,0.969767689704895,0.442477226257324,-1.00386762619019,0.462429575236082,0.348663820303738,-0.0230526356075881,-0.814899454176491
1.57683181762695,-1.59862887859345,1.45002484321594,0.873240232467651,0.719600796699524,-1.26617228984833,0.453935705616093,0.356653171933458,-0.0459819479056364,-0.815246449186643
1.91664922237396,-1.01553678512573,1.7953165769577,0.726056039333344,0.900075376033783,-1.48418509960175,0.445003137074235,0.358989788418503,-0.071144619678775,-0.817335348776031
2.65560030937195,-0.379318416118622,2.12576246261597,0.698473453521729,1.08899354934692,-1.676029920578,0.433220765928737,0.354488087358018,-0.0982850773073278,-0.822798909512743
4.05490255355835,0.911387264728546,2.24766063690186,0.414868593215942,1.46602940559387,-1.79097902774811,0.414157625046847,0.339476963860717,-0.126996883729549,-0.834925590479758
5.49237632751465,2.34325242042542,2.06729078292847,0.105666995048523,1.4042181968689,-1.70304846763611,0.382437002933721,0.310107018192453,-0.154703667033704,-0.856529261301925
5.3733549118042,3.72769665718079,1.33346283435822,-0.283468186855316,0.868973433971405,-1.19556331634522,0.344189082330265,0.268039611406141,-0.175096848620553,-0.882626674381863
3.18447279930115,4.73955774307251,-0.0791322067379951,-0.599946618080139,0.0950234532356262,-0.568714022636414,0.313918915232468,0.219529699737021,-0.177985316762909,-0.906412179971308
-1.59479737281799,4.71158409118652,-1.58123481273651,-0.7728351354599,-0.820802688598633,0.195141077041626,0.310789074286659,0.176367497987446,-0.157319298269336,-0.920627764574892
-7.92679405212402,4.27972984313965,-1.50991499423981,-1.16554284095764,-1.16883051395416,0.602672815322876,0.359080121974398,0.146966843767203,-0.118613083236785,-0.913998492421399
-10.8197002410889,4.33310127258301,-0.79285991191864,-1.61468064785004,0.00436395406723022,1.06962442398071,0.451595262203063,0.124282676573809,-0.0784973224549316,-0.880030658047236
-8.98304748535156,5.06629037857056,-0.0648891776800156,-1.89776587486267,0.914935350418091,0.783988833427429,0.539747750205692,0.0925904670927983,-0.0414572974111628,-0.835691858045421
-5.00523233413696,5.05212259292603,-0.0865001082420349,-2.00687026977539,0.934941947460175,-0.0623185038566589,0.597337550947383,0.0527048691605471,-0.00608384994076796,-0.800233181859544
-3.57886099815369,4.13819122314453,0.215529873967171,-1.68079781532288,-0.0567874312400818,0.173971503973007,0.628964945861962,0.0158658908913882,0.0231149888463753,-0.776928143708868
-3.63769936561585,3.19141221046448,0.651612222194672,-1.53330194950104,-0.488867104053497,0.65846049785614,0.655073814454715,-0.01619050417822,0.0433482118429707,-0.754146679960797
-3.58909416198731,2.04824638366699,0.840022563934326,-1.12001085281372,-0.501271069049835,0.745017528533936,0.680443479879384,-0.0426857302508233,0.0541978661879177,-0.729545959710716
-2.9817430973053,0.723249316215515,0.832943797111511,-0.774777770042419,-0.44374269247055,0.412643730640411,0.703319835741351,-0.060397322844769,0.0558219826289884,-0.706100138721798
-1.64370143413544,-0.0556460209190845,0.708543121814728,-0.72610867023468,-0.449938893318176,-0.0415008068084717,0.719044354463719,-0.0688535925454438,0.0508341438842985,-0.689674188161367
-0.267299562692642,-0.218497514724731,0.633918642997742,-0.749781370162964,-0.54191929101944,-0.119006991386414,0.724950004916228,-0.073136084911044,0.0444338456498973,-0.683464987173202
1.14712357521057,-0.362614840269089,0.536585211753845,-0.644740223884583,-0.408115804195404,-0.0888066291809082,0.72185978693872,-0.0752850950504167,0.0387770313222435,-0.686838503267682
2.58061647415161,-0.612549543380737,0.439519822597504,-0.564685165882111,-0.314339697360992,-0.0464231967926025,0.70850190547991,-0.0747104198837622,0.0332408688923364,-0.700955525413717
3.23368215560913,-0.668360412120819,0.209729164838791,-0.587491154670715,-0.535831451416016,0.0386649966239929,0.687171140778181,-0.0715692603601421,0.0283551015826086,-0.722405544362285
2.87289834022522,-0.726967990398407,-0.0480854324996471,-0.540182888507843,-0.827816605567932,0.135396420955658,0.664513771156493,-0.0661840923359308,0.025555554278346,-0.743900605071797
2.32941913604736,-0.931183457374573,-0.218514859676361,-0.501614511013031,-0.760500013828278,0.286100506782532,0.645706934422789,-0.0584867497686463,0.0225571126425228,-0.761007922818575
2.32854008674622,-1.0646995306015,-0.484726935625076,-0.470124006271362,-0.62407910823822,0.369592726230621,0.628354994250765,-0.0481024055530194,0.0201275463403963,-0.776177383740219
2.22996544837952,-1.19681704044342,-0.783159255981445,-0.404373168945312,-0.606341063976288,0.379169136285782,0.610768991761995,-0.0349277407644581,0.0190544734850131,-0.790808580574216
1.82624518871307,-1.33405780792236,-1.16080045700073,-0.309459030628204,-0.607257187366486,0.329799681901932,0.594955927098328,-0.0186159165571319,0.0198430263831674,-0.803297680110234
1.41359782218933,-1.53571391105652,-1.38262820243835,-0.236042439937592,-0.509173929691315,0.340843349695206,0.582309173756589,0.00104152058862651,0.0221137698337724,-0.812665965965885
1.09011971950531,-1.66885054111481,-1.43096041679382,-0.296290785074234,-0.359828472137451,0.368440121412277,0.572424101832791,0.0227267512430713,0.0242281355911399,-0.819284565244877
0.883831918239594,-1.50186705589294,-1.49486994743347,-0.425444036722183,-0.192034721374512,0.347003936767578,0.564006194223262,0.0445741707986181,0.0268543982729449,-0.824129398899925
0.709231793880463,-1.29283916950226,-1.60651457309723,-0.374476194381714,-0.0932742357254028,0.239639550447464,0.557033428085041,0.0649666859680807,0.031381602986544,-0.827350340277755
0.253101229667664,-1.27991485595703,-1.7078230381012,-0.205697476863861,-0.0746771097183228,0.164227902889252,0.55192039242294,0.0849815041594547,0.0379166235999707,-0.828688468344236
-0.567768633365631,-1.37656795978546,-1.65822660923004,-0.126233085989952,0.0164308547973633,0.17232558131218,0.552029132753477,0.105329954816172,0.044800638958153,-0.825931224718174
-0.900327384471893,-1.10173606872559,-1.52278208732605,-0.209801942110062,0.348253011703491,0.0689486265182495,0.557441994002515,0.124416788064071,0.0517786698830627,-0.819205741604803
-0.406304478645325,-0.635518670082092,-1.60504639148712,-0.148846387863159,0.561811983585358,-0.0803509652614594,0.561498150282476,0.139578041504664,0.0605296253916856,-0.813371979991314
-0.158603504300117,-0.659066319465637,-1.59311401844025,0.162557780742645,0.417840719223023,-0.150260925292969,0.56114078477076,0.153559665067699,0.0707387627297211,-0.810269512783926
