loggingTime(txt)|accelerometerTimestamp_sinceReboot(s)|accelerometerAccelerationX(G)|accelerometerAccelerationY(G)|accelerometerAccelerationZ(G)|motionTimestamp_sinceReboot(s)|motionYaw(rad)|motionRoll(rad)|motionPitch(rad)|motionRotationRateX(rad/s)|motionRotationRateY(rad/s)|motionRotationRateZ(rad/s)|motionUserAccelerationX(G)|motionUserAccelerationY(G)|motionUserAccelerationZ(G)|motionAttitudeReferenceFrame(txt)|motionQuaternionX(R)|motionQuaternionY(R)|motionQuaternionZ(R)|motionQuaternionW(R)|motionGravityX(G)|motionGravityY(G)|motionGravityZ(G)|motionMagneticFieldX(µT)|motionMagneticFieldY(µT)|motionMagneticFieldZ(µT)|motionHeading(°)|motionMagneticFieldCalibrationAccuracy(Z)|label
2021-04-22 20:33:03.778 +0100|137021.3630506667|0.1915130615234375|-0.212677001953125|-0.951751708984375|137021.3430886667|-3.065870660590757|0.1400085820111517|0.1907278283691652|-0.01651961170136929|0.18364417552948|-0.1292619109153748|-0.008388981223106384|0.01670573651790619|-0.0155644416809082|XArbitraryZVertical|-0.07317482006868756|0.09228253261496211|0.9920544495842087|-0.04424323303175147|0.1370210498571396|-0.1895735710859299|-0.9722587466239929|0|0|0|-1|-1|3
2021-04-22 20:33:03.788 +0100|137021.3830126667|0.13916015625|-0.1728973388671875|-0.964324951171875|137021.3630506667|-3.067284836052302|0.1415723081935125|0.1901354292384158|-0.05684612691402435|0.1397131532430649|-0.06185135245323181|0.0300072580575943|-0.008366301655769348|0.005479753017425537|XArbitraryZVertical|-0.07387626491091431|0.09200618429952748|0.992056905832011|-0.04359413886454863|0.1385570615530014|-0.1889918893575668|-0.9721543192863464|0|0|0|-1|-1|3
2021-04-22 20:33:03.789 +0100|137021.4029746667|0.1663360595703125|-0.1859588623046875|-0.9498443603515625|137021.3830126667|-3.068220221094789|0.1461341182651577|0.1909945191279217|0.04311828315258026|0.1329877078533173|-0.01559801585972309|0.001488745212554932|0.02043133974075317|-0.0009691715240478516|XArbitraryZVertical|-0.07610852566250265|0.09236838833740055|0.9918643267419894|-0.04336967991014752|0.1429666876792908|-0.1898354291915894|-0.971351146697998|0|0|0|-1|-1|3
2021-04-22 20:33:03.803 +0100|137021.4229366667|0.1619110107421875|-0.1943817138671875|-0.94696044921875|137021.4029746667|-3.068661264915561|0.1491866125128796|0.192609260611245|0.04257846251130104|0.1033818796277046|-0.001790856476873159|0.02150408923625946|0.007474839687347412|0.01854920387268066|XArbitraryZVertical|-0.07762536668403505|0.0931203014312713|0.9916774061773999|-0.04334894930345761|0.1458853036165237|-0.1914205551147461|-0.9706058502197266|0|0|0|-1|-1|3
2021-04-22 20:33:03.823 +0100|137021.4428986667|0.161895751953125|-0.20361328125|-0.9601593017578125|137021.4229366667|-3.068797019181755|0.1507122370512462|0.1922462991486051|-0.02854369953274727|0.07310328632593155|-0.009226579219102859|0.01816672086715698|-0.005530938506126404|0.02861756086349487|XArbitraryZVertical|-0.07837024941808211|0.09291247543208547|0.9916386632248005|-0.04333969907460286|0.1473763436079025|-0.1910642981529236|-0.970450758934021|0|0|0|-1|-1|3
2021-04-22 20:33:03.843 +0100|137021.4628596667|0.160675048828125|-0.1944580078125|-0.974090576171875|137021.4428986667|-3.068845891513821|0.1517467241861779|0.1907239799196667|-0.01901795715093613|0.0521770715713501|-0.0006309607997536659|0.01891963183879852|-0.01384612917900085|0.0129428505897522|XArbitraryZVertical|-0.0788589255459355|0.09213677856141909|0.9916736519851063|-0.04330876538809715|0.148423969745636|-0.1895698010921478|-0.9705841541290283|0|0|0|-1|-1|3
2021-04-22 20:33:03.863 +0100|137021.4828216667|0.158233642578125|-0.1961212158203125|-0.9716796875|137021.4628596667|-3.068908858309153|0.1530722976966368|0.1906962185500986|0.02826104313135147|0.03926484286785126|0.007920804433524609|0.009804621338844299|-0.005740448832511902|-0.003637492656707764|XArbitraryZVertical|-0.0795128771535723|0.09209678611224553|0.9916238813829544|-0.04333759477608803|0.1497112363576889|-0.1895425319671631|-0.9703917503356934|0|0|0|-1|-1|3
2021-04-22 20:33:03.883 +0100|137021.5027836667|0.1539306640625|-0.1974945068359375|-0.9692840576171875|137021.4828216667|-3.068933840670553|0.1540123870643508|0.1907950923071755|0.01415038388222456|0.03855393826961517|0.004829051904380322|0.01409856975078583|-0.01713323593139648|0.003008246421813965|XArbitraryZVertical|-0.07997924682339937|0.09212645277002074|0.9915820977133764|-0.04337210527690272|0.1506205350160599|-0.189639613032341|-0.9702320694923401|0|0|0|-1|-1|3
2021-04-22 20:33:03.903 +0100|137021.5227456667|0.1588287353515625|-0.184356689453125|-0.9785003662109375|137021.5027836667|-3.068740331711351|0.1551079308394544|0.1916856216616104|0.0363493449985981|0.0355834998190403|0.0276377834379673|-0.0009151697158813477|-0.002648100256919861|0.002156615257263184|XArbitraryZVertical|-0.08054410553120155|0.09253661127218071|0.9914903623475201|-0.04355127523788735|0.1516572386026382|-0.1905139088630676|-0.9698992371559143|0|0|0|-1|-1|3
2021-04-22 20:33:03.923 +0100|137021.5427076667|0.16265869140625|-0.19793701171875|-0.9775543212890625|137021.5227456667|-3.068232805303069|0.1559578272444873|0.192291545490703|0.01705427840352058|0.02561928331851959|0.03320929408073425|0.003954783082008362|0.002310708165168762|-0.006738603115081787|XArbitraryZVertical|-0.08099767198075902|0.09279808071912896|0.9914151349839123|-0.04386460066948897|0.1524635404348373|-0.1911087036132812|-0.9696558117866516|0|0|0|-1|-1|3
