loggingTime(txt)|accelerometerTimestamp_sinceReboot(s)|accelerometerAccelerationX(G)|accelerometerAccelerationY(G)|accelerometerAccelerationZ(G)|motionTimestamp_sinceReboot(s)|motionYaw(rad)|motionRoll(rad)|motionPitch(rad)|motionRotationRateX(rad/s)|motionRotationRateY(rad/s)|motionRotationRateZ(rad/s)|motionUserAccelerationX(G)|motionUserAccelerationY(G)|motionUserAccelerationZ(G)|motionAttitudeReferenceFrame(txt)|motionQuaternionX(R)|motionQuaternionY(R)|motionQuaternionZ(R)|motionQuaternionW(R)|motionGravityX(G)|motionGravityY(G)|motionGravityZ(G)|motionMagneticFieldX(µT)|motionMagneticFieldY(µT)|motionMagneticFieldZ(µT)|motionHeading(°)|motionMagneticFieldCalibrationAccuracy(Z)|label
2021-03-10 21:14:41.680 +0000|291241.80478275|-0.42596435546875|-0.121795654296875|-0.8957977294921875|291241.78481975|2.118706815303065|-0.4601614678880614|0.132360902272088|-0.06519178301095963|-0.02537680231034756|-0.003759376239031553|0.05037683248519897|0.01585538685321808|-0.04068928956985474|XArbitraryZVertical|-0.2299530182939637|0.0552244389890621|-0.8398189521988708|-0.4886472518041122|-0.4402083456516266|-0.1319747567176819|-0.8881437182426453|0|0|0|-1|-1|3
2021-03-10 21:14:41.682 +0000|291241.82474575|-0.430694580078125|-0.120269775390625|-0.88037109375|291241.80478275|2.11827205194783|-0.4592003865423876|0.1297145015910267|-0.07079246640205383|-0.0001936312764883041|0.02127291634678841|6.99460506439209e-05|0.01658861339092255|-0.01264339685440063|XArbitraryZVertical|-0.2289251474512163|0.05617021954414733|-0.8400437791536379|-0.4886355594648567|-0.4395078122615814|-0.1293510496616364|-0.8888763785362244|0|0|0|-1|-1|3
2021-03-10 21:14:41.683 +0000|291241.84470875|-0.4310150146484375|-0.1272430419921875|-0.881500244140625|291241.82474575|2.118161387900273|-0.4595947612500059|0.1287148054168414|-0.05606385320425034|0.003002162091434002|0.02131339721381664|0.004811137914657593|0.008013635873794556|0.00554811954498291|XArbitraryZVertical|-0.2288562400862449|0.0567063326351594|-0.8400546457251257|-0.4885873380511547|-0.4399154782295227|-0.1283596903085709|-0.8888184428215027|0|0|0|-1|-1|3
2021-03-10 21:14:41.683 +0000|291241.86467075|-0.4324188232421875|-0.1228790283203125|-0.8894805908203125|291241.84470875|2.118075717376481|-0.4601378353054376|0.1280678309150032|-0.06474460661411285|0.003090312704443932|0.01838179118931293|0.01445531845092773|-0.005933672189712524|0.007717907428741455|XArbitraryZVertical|-0.2289321002954827|0.05712517950849259|-0.8400252216458841|-0.4885536354720247|-0.4404349029064178|-0.1277180314064026|-0.8886536359786987|0|0|0|-1|-1|3
2021-03-10 21:14:41.684 +0000|291241.88463375|-0.4262542724609375|-0.1136474609375|-0.8880462646484375|291241.86467075|2.117846911228097|-0.4591351467690108|0.125903555262541|-0.06911905109882355|0.02043239027261734|0.03062647208571434|0.005033761262893677|0.002982094883918762|-0.0001401305198669434|XArbitraryZVertical|-0.2280029739091395|0.05783085417474658|-0.8402625916998802|-0.4884966866724302|-0.4396651089191437|-0.1255711913108826|-0.8893404603004456|0|0|0|-1|-1|3
2021-03-10 21:14:41.686 +0000|291241.90459675|-0.42242431640625|-0.115814208984375|-0.89337158203125|291241.88463375|2.117801939186821|-0.4589555037129268|0.1243006496189868|-0.0658942386507988|0.02761850506067276|0.02798470482230186|0.01221051812171936|0.008914299309253693|-0.0005685091018676758|XArbitraryZVertical|-0.2275545883078842|0.05847676237527052|-0.8404037600171179|-0.488386089546587|-0.4395939409732819|-0.123980812728405|-0.8895987272262573|0|0|0|-1|-1|3
2021-03-10 21:14:41.707 +0000|291241.92455975|-0.429840087890625|-0.121246337890625|-0.895965576171875|291241.90459675|2.1177166316592|-0.4583754395894642|0.1230082533056589|-0.05608109757304192|0.02662615850567818|0.02713808603584766|0.01930281519889832|0.007372371852397919|-0.001162528991699219|XArbitraryZVertical|-0.2270085816894888|0.0588968186807481|-0.8405545402593976|-0.4883301239542456|-0.4391483664512634|-0.1226982846856117|-0.8899965286254883|0|0|0|-1|-1|3
2021-03-10 21:14:41.726 +0000|291241.94452275|-0.42388916015625|-0.1099853515625|-0.895538330078125|291241.92455975|2.117697935744321|-0.4577028107266458|0.1218743841326329|-0.06691361963748932|0.03753846138715744|0.03510218113660812|0.01014408469200134|-0.001931712031364441|-0.006007373332977295|XArbitraryZVertical|-0.226462207894633|0.05921901906668526|-0.840718615080829|-0.4882624039305064|-0.4386108219623566|-0.1215729042887688|-0.8904159665107727|0|0|0|-1|-1|3
2021-03-10 21:14:41.746 +0000|291241.96448575|-0.4173126220703125|-0.1010589599609375|-0.8890838623046875|291241.94452275|2.117807118255722|-0.4568543547445638|0.1204598716402675|-0.05812014266848564|0.03948544338345528|0.04031416401267052|0.01211884617805481|0.009725660085678101|-0.005253255367279053|XArbitraryZVertical|-0.2257803905623387|0.05960376591786509|-0.8409559331818889|-0.4881226393896089|-0.4379306137561798|-0.1201687604188919|-0.8909412026405334|0|0|0|-1|-1|3
2021-03-10 21:14:41.766 +0000|291241.98444875|-0.4253692626953125|-0.1025390625|-0.8846893310546875|291241.96448575|2.118034426084117|-0.4560971784063343|0.1191418413053368|-0.04329772293567657|0.02541612274944782|0.03654294833540916|0.01850205659866333|0.01832003146409988|0.0005448460578918457|XArbitraryZVertical|-0.2251626852710531|0.05995641775272963|-0.8412032109548478|-0.4879388384173596|-0.4373252689838409|-0.1188601776957512|-0.8914139866828918|0|0|0|-1|-1|3
